City,Item,Price
Jodhpur,Mobile Plan (Jio/Airtel)per month,₹299
Jodhpur,1 BHK in City Centreper month,"₹9,000"
Jodhpur,1 BHK Outside City Centreper month,"₹5,500"
Jodhpur,2 BHK in City Centreper month,"₹15,000"
Jodhpur,2 BHK Outside City Centreper month,"₹9,000"
Jodhpur,3 BHK in City Centreper month,"₹24,000"
Jodhpur,3 BHK Outside City Centreper month,"₹14,000"
Jodhpur,Home Loan EMI (2BHK avg)per month,"₹30,000"
Jodhpur,PG - Private Room (with meals)per month,"₹7,500"
Jodhpur,PG - Private Room (without meals)per month,"₹5,500"
Jodhpur,PG - Double Sharing (with meals)per month,"₹5,500"
Jodhpur,PG - Double Sharing (without meals)per month,"₹3,800"
Jodhpur,PG - Triple Sharing (with meals)per month,"₹4,500"
Jodhpur,PG - Triple Sharing (without meals)per month,"₹3,000"
Jodhpur,"Cook (part-time, 2 meals/day)per month","₹6,400"
Jodhpur,Maid / Cleaning Helpper month,"₹2,400"
Jodhpur,Laundry / Ironing (dhobi)per month,"₹1,220"
Jodhpur,Miscellaneous Monthly Spendper month,"₹2,400"
Jodhpur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Jodhpur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Jodhpur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Jodhpur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Jodhpur,Amazon Prime Membershipper month,₹149
Jodhpur,Gym Membershipper month,₹800
Jodhpur,Movie Ticket (Multiplex)per ticket,₹170
Jodhpur,Netflix (Standard Plan)per month,₹649
Jodhpur,Spotify Premiumper month,₹119
Jodhpur,"Haircut (Men, basic salon)per cut",₹70
Jodhpur,"Domestic Beer (pint, restaurant)per pint",₹160
Jodhpur,"Imported Beer (bottle, restaurant)per bottle",₹340
Udaipur,Veg Thali (local restaurant)per plate,₹80
Udaipur,Non-Veg Thali (local restaurant)per plate,₹150
Udaipur,Meal for Two (high-end restaurant)per meal,"₹1,100"
Udaipur,Chai (regular cup)per cup,₹10
Udaipur,Coffee (Cappuccino)per cup,₹150
Udaipur,Specialty Coffee (Third Wave)per cup,₹267
Udaipur,Street Food (Vada Pav / Samosa)per piece,₹12
Udaipur,Biryani (chicken)per plate,₹170
Udaipur,Dosa (plain)per plate,₹55
Udaipur,Fast Food Combo (McDonald's)per meal,₹240
Udaipur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹38
Udaipur,Bottled Water (1 litre)per bottle,₹20
Udaipur,Rice (Basmati)1 kg,₹88
Udaipur,Wheat Flour (Atta)1 kg,₹44
Udaipur,Toor Dal1 kg,₹145
Udaipur,Milk (Full Cream)1 litre,₹56
Udaipur,Eggs12 pcs,₹75
Udaipur,Chicken1 kg,₹225
Udaipur,Paneer1 kg,₹350
Udaipur,Onions1 kg,₹28
Udaipur,Tomatoes1 kg,₹35
Udaipur,Potatoes1 kg,₹25
Udaipur,Cooking Oil (Sunflower)1 litre,₹145
Udaipur,Sugar1 kg,₹43
Udaipur,Apples (Shimla)1 kg,₹180
Udaipur,Bananas1 dozen,₹42
Udaipur,"Bread (White, Sliced)1 loaf",₹40
Udaipur,Whey Protein (1 kg)per kg,"₹3,000"
Udaipur,Auto Rickshaw (minimum fare)per ride,₹20
Udaipur,Auto Rickshaw (per km after min)per km,₹10
Udaipur,Metro / Local Train (monthly pass)per month,₹600
Udaipur,Bus (monthly pass)per month,₹400
Udaipur,Ola/Uber (avg ride)per ride,₹135
Udaipur,Petrol1 litre,₹100
Udaipur,Diesel1 litre,₹90
Udaipur,Two Wheeler EMI (avg)per month,"₹3,500"
Udaipur,Car EMI (avg)per month,"₹15,000"
Udaipur,Electricityper month,"₹1,400"
Udaipur,Water Billper month,₹200
Udaipur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Udaipur,Broadband Internetper month,₹600
Udaipur,Mobile Plan (Jio/Airtel)per month,₹299
Udaipur,1 BHK in City Centreper month,"₹10,000"
Udaipur,1 BHK Outside City Centreper month,"₹6,000"
Udaipur,2 BHK in City Centreper month,"₹16,000"
Udaipur,2 BHK Outside City Centreper month,"₹9,500"
Udaipur,3 BHK in City Centreper month,"₹26,000"
Udaipur,3 BHK Outside City Centreper month,"₹15,000"
Udaipur,Home Loan EMI (2BHK avg)per month,"₹32,000"
Udaipur,PG - Private Room (with meals)per month,"₹8,000"
Udaipur,PG - Private Room (without meals)per month,"₹6,000"
Udaipur,PG - Double Sharing (with meals)per month,"₹5,500"
Udaipur,PG - Double Sharing (without meals)per month,"₹4,000"
Udaipur,PG - Triple Sharing (with meals)per month,"₹4,500"
Udaipur,PG - Triple Sharing (without meals)per month,"₹3,000"
Udaipur,"Cook (part-time, 2 meals/day)per month","₹6,667"
Udaipur,Maid / Cleaning Helpper month,"₹2,500"
Udaipur,Laundry / Ironing (dhobi)per month,"₹1,267"
Udaipur,Miscellaneous Monthly Spendper month,"₹2,500"
Udaipur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Udaipur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Udaipur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Udaipur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Udaipur,Amazon Prime Membershipper month,₹149
Udaipur,Gym Membershipper month,₹900
Udaipur,Movie Ticket (Multiplex)per ticket,₹180
Udaipur,Netflix (Standard Plan)per month,₹649
Udaipur,Spotify Premiumper month,₹119
Udaipur,"Haircut (Men, basic salon)per cut",₹80
Udaipur,"Domestic Beer (pint, restaurant)per pint",₹170
Udaipur,"Imported Beer (bottle, restaurant)per bottle",₹350
Kota,Veg Thali (local restaurant)per plate,₹70
Kota,Non-Veg Thali (local restaurant)per plate,₹130
Kota,Meal for Two (high-end restaurant)per meal,₹800
Kota,Chai (regular cup)per cup,₹10
Kota,Coffee (Cappuccino)per cup,₹120
Kota,Specialty Coffee (Third Wave)per cup,₹253
Kota,Street Food (Vada Pav / Samosa)per piece,₹10
Kota,Biryani (chicken)per plate,₹150
Kota,Dosa (plain)per plate,₹50
Kota,Fast Food Combo (McDonald's)per meal,₹220
Kota,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Kota,Bottled Water (1 litre)per bottle,₹20
Kota,Rice (Basmati)1 kg,₹82
Kota,Wheat Flour (Atta)1 kg,₹40
Kota,Toor Dal1 kg,₹138
Kota,Milk (Full Cream)1 litre,₹52
Kota,Eggs12 pcs,₹70
Kota,Chicken1 kg,₹210
Kota,Paneer1 kg,₹330
Kota,Onions1 kg,₹25
Kota,Tomatoes1 kg,₹30
Kota,Potatoes1 kg,₹22
Kota,Cooking Oil (Sunflower)1 litre,₹140
Kota,Sugar1 kg,₹40
Kota,Apples (Shimla)1 kg,₹175
Kota,Bananas1 dozen,₹38
Kota,"Bread (White, Sliced)1 loaf",₹36
Kota,Whey Protein (1 kg)per kg,"₹3,000"
Kota,Auto Rickshaw (minimum fare)per ride,₹15
Kota,Auto Rickshaw (per km after min)per km,₹8
Kota,Metro / Local Train (monthly pass)per month,₹500
Kota,Bus (monthly pass)per month,₹350
Kota,Ola/Uber (avg ride)per ride,₹120
Kota,Petrol1 litre,₹100
Kota,Diesel1 litre,₹90
Kota,Two Wheeler EMI (avg)per month,"₹3,500"
Kota,Car EMI (avg)per month,"₹15,000"
Kota,Electricityper month,"₹1,200"
Kota,Water Billper month,₹150
Kota,Cooking Gas (LPG Cylinder)per cylinder,₹803
Kota,Broadband Internetper month,₹500
Kota,Mobile Plan (Jio/Airtel)per month,₹299
Kota,1 BHK in City Centreper month,"₹8,000"
Kota,1 BHK Outside City Centreper month,"₹4,500"
Kota,2 BHK in City Centreper month,"₹13,000"
Kota,2 BHK Outside City Centreper month,"₹7,500"
Kota,3 BHK in City Centreper month,"₹20,000"
Kota,3 BHK Outside City Centreper month,"₹12,000"
Kota,Home Loan EMI (2BHK avg)per month,"₹26,000"
Kota,PG - Private Room (with meals)per month,"₹7,000"
Kota,PG - Private Room (without meals)per month,"₹5,000"
Kota,PG - Double Sharing (with meals)per month,"₹5,000"
Kota,PG - Double Sharing (without meals)per month,"₹3,500"
Kota,PG - Triple Sharing (with meals)per month,"₹4,000"
Kota,PG - Triple Sharing (without meals)per month,"₹2,500"
Kota,"Cook (part-time, 2 meals/day)per month","₹6,133"
Kota,Maid / Cleaning Helpper month,"₹2,300"
Kota,Laundry / Ironing (dhobi)per month,"₹1,173"
Kota,Miscellaneous Monthly Spendper month,"₹2,300"
Kota,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Kota,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Kota,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Kota,Skincare Basics (Nykaa avg)per month,"₹1,200"
Kota,Amazon Prime Membershipper month,₹149
Kota,Gym Membershipper month,₹600
Kota,Movie Ticket (Multiplex)per ticket,₹150
Kota,Netflix (Standard Plan)per month,₹649
Kota,Spotify Premiumper month,₹119
Kota,"Haircut (Men, basic salon)per cut",₹60
Kota,"Domestic Beer (pint, restaurant)per pint",₹150
Kota,"Imported Beer (bottle, restaurant)per bottle",₹320
Goa,Veg Thali (local restaurant)per plate,₹110
Goa,Non-Veg Thali (local restaurant)per plate,₹180
Goa,Meal for Two (high-end restaurant)per meal,"₹1,500"
Goa,Chai (regular cup)per cup,₹15
Goa,Coffee (Cappuccino)per cup,₹180
Goa,Specialty Coffee (Third Wave)per cup,₹320
Goa,Street Food (Vada Pav / Samosa)per piece,₹15
Goa,Biryani (chicken)per plate,₹220
Goa,Dosa (plain)per plate,₹65
Goa,Fast Food Combo (McDonald's)per meal,₹260
Goa,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Goa,Bottled Water (1 litre)per bottle,₹20
Goa,Rice (Basmati)1 kg,₹95
Goa,Wheat Flour (Atta)1 kg,₹52
Goa,Toor Dal1 kg,₹155
Goa,Milk (Full Cream)1 litre,₹58
Goa,Eggs12 pcs,₹80
Goa,Chicken1 kg,₹250
Goa,Paneer1 kg,₹380
Goa,Onions1 kg,₹35
Goa,Tomatoes1 kg,₹45
Goa,Potatoes1 kg,₹35
Goa,Cooking Oil (Sunflower)1 litre,₹155
Goa,Sugar1 kg,₹46
Goa,Apples (Shimla)1 kg,₹220
Goa,Bananas1 dozen,₹50
Goa,"Bread (White, Sliced)1 loaf",₹45
Goa,Whey Protein (1 kg)per kg,"₹3,000"
Goa,Auto Rickshaw (minimum fare)per ride,₹30
Goa,Auto Rickshaw (per km after min)per km,₹15
Goa,Metro / Local Train (monthly pass)per month,₹800
Goa,Bus (monthly pass)per month,₹600
Goa,Ola/Uber (avg ride)per ride,₹180
Goa,Petrol1 litre,₹98
Goa,Diesel1 litre,₹88
Goa,Two Wheeler EMI (avg)per month,"₹3,500"
Goa,Car EMI (avg)per month,"₹15,000"
Goa,Electricityper month,"₹1,800"
Goa,Water Billper month,₹300
Goa,Cooking Gas (LPG Cylinder)per cylinder,₹803
Goa,Broadband Internetper month,₹700
Goa,Mobile Plan (Jio/Airtel)per month,₹299
Goa,1 BHK in City Centreper month,"₹18,000"
Goa,1 BHK Outside City Centreper month,"₹10,000"
Goa,2 BHK in City Centreper month,"₹30,000"
Goa,2 BHK Outside City Centreper month,"₹18,000"
Goa,3 BHK in City Centreper month,"₹48,000"
Goa,3 BHK Outside City Centreper month,"₹28,000"
Goa,Home Loan EMI (2BHK avg)per month,"₹60,000"
Goa,PG - Private Room (with meals)per month,"₹13,000"
Goa,PG - Private Room (without meals)per month,"₹10,000"
Goa,PG - Double Sharing (with meals)per month,"₹9,000"
Goa,PG - Double Sharing (without meals)per month,"₹7,000"
Goa,PG - Triple Sharing (with meals)per month,"₹7,000"
Goa,PG - Triple Sharing (without meals)per month,"₹5,000"
Goa,"Cook (part-time, 2 meals/day)per month","₹8,800"
Goa,Maid / Cleaning Helpper month,"₹3,300"
Goa,Laundry / Ironing (dhobi)per month,"₹1,640"
Goa,Miscellaneous Monthly Spendper month,"₹3,300"
Goa,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Goa,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Goa,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Goa,Skincare Basics (Nykaa avg)per month,"₹1,200"
Goa,Amazon Prime Membershipper month,₹149
Goa,Gym Membershipper month,"₹2,000"
Goa,Movie Ticket (Multiplex)per ticket,₹250
Goa,Netflix (Standard Plan)per month,₹649
Goa,Spotify Premiumper month,₹119
Goa,"Haircut (Men, basic salon)per cut",₹150
Goa,"Domestic Beer (pint, restaurant)per pint",₹150
Goa,"Imported Beer (bottle, restaurant)per bottle",₹280
Siliguri,Veg Thali (local restaurant)per plate,₹70
Siliguri,Non-Veg Thali (local restaurant)per plate,₹130
Siliguri,Meal for Two (high-end restaurant)per meal,₹800
Siliguri,Chai (regular cup)per cup,₹10
Siliguri,Coffee (Cappuccino)per cup,₹120
Siliguri,Specialty Coffee (Third Wave)per cup,₹247
Siliguri,Street Food (Vada Pav / Samosa)per piece,₹10
Siliguri,Biryani (chicken)per plate,₹150
Siliguri,Dosa (plain)per plate,₹50
Siliguri,Fast Food Combo (McDonald's)per meal,₹220
Siliguri,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Siliguri,Bottled Water (1 litre)per bottle,₹20
Siliguri,Rice (Basmati)1 kg,₹75
Siliguri,Wheat Flour (Atta)1 kg,₹42
Siliguri,Toor Dal1 kg,₹138
Siliguri,Milk (Full Cream)1 litre,₹52
Siliguri,Eggs12 pcs,₹70
Siliguri,Chicken1 kg,₹210
Siliguri,Paneer1 kg,₹330
Siliguri,Onions1 kg,₹26
Siliguri,Tomatoes1 kg,₹32
Siliguri,Potatoes1 kg,₹22
Siliguri,Cooking Oil (Sunflower)1 litre,₹140
Siliguri,Sugar1 kg,₹42
Siliguri,Apples (Shimla)1 kg,₹180
Siliguri,Bananas1 dozen,₹38
Siliguri,"Bread (White, Sliced)1 loaf",₹36
Siliguri,Whey Protein (1 kg)per kg,"₹3,000"
Siliguri,Auto Rickshaw (minimum fare)per ride,₹15
Siliguri,Auto Rickshaw (per km after min)per km,₹10
Siliguri,Metro / Local Train (monthly pass)per month,₹500
Siliguri,Bus (monthly pass)per month,₹350
Siliguri,Ola/Uber (avg ride)per ride,₹120
Siliguri,Petrol1 litre,₹105
Siliguri,Diesel1 litre,₹92
Siliguri,Two Wheeler EMI (avg)per month,"₹3,500"
Siliguri,Car EMI (avg)per month,"₹15,000"
Siliguri,Electricityper month,"₹1,200"
Siliguri,Water Billper month,₹150
Siliguri,Cooking Gas (LPG Cylinder)per cylinder,₹803
Siliguri,Broadband Internetper month,₹500
Siliguri,Mobile Plan (Jio/Airtel)per month,₹299
Siliguri,1 BHK in City Centreper month,"₹7,000"
Siliguri,1 BHK Outside City Centreper month,"₹4,000"
Siliguri,2 BHK in City Centreper month,"₹12,000"
Siliguri,2 BHK Outside City Centreper month,"₹7,000"
Siliguri,3 BHK in City Centreper month,"₹18,000"
Siliguri,3 BHK Outside City Centreper month,"₹11,000"
Siliguri,Home Loan EMI (2BHK avg)per month,"₹24,000"
Siliguri,PG - Private Room (with meals)per month,"₹6,000"
Siliguri,PG - Private Room (without meals)per month,"₹4,500"
Siliguri,PG - Double Sharing (with meals)per month,"₹4,500"
Siliguri,PG - Double Sharing (without meals)per month,"₹3,000"
Siliguri,PG - Triple Sharing (with meals)per month,"₹3,500"
Siliguri,PG - Triple Sharing (without meals)per month,"₹2,500"
Siliguri,"Cook (part-time, 2 meals/day)per month","₹5,867"
Siliguri,Maid / Cleaning Helpper month,"₹2,200"
Siliguri,Laundry / Ironing (dhobi)per month,"₹1,127"
Siliguri,Miscellaneous Monthly Spendper month,"₹2,200"
Siliguri,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Siliguri,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Siliguri,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Siliguri,Skincare Basics (Nykaa avg)per month,"₹1,200"
Siliguri,Amazon Prime Membershipper month,₹149
Siliguri,Gym Membershipper month,₹700
Siliguri,Movie Ticket (Multiplex)per ticket,₹150
Siliguri,Netflix (Standard Plan)per month,₹649
Siliguri,Spotify Premiumper month,₹119
Siliguri,"Haircut (Men, basic salon)per cut",₹60
Siliguri,"Domestic Beer (pint, restaurant)per pint",₹160
Siliguri,"Imported Beer (bottle, restaurant)per bottle",₹320
Jamshedpur,Veg Thali (local restaurant)per plate,₹75
Jamshedpur,Non-Veg Thali (local restaurant)per plate,₹140
Jamshedpur,Meal for Two (high-end restaurant)per meal,₹900
Jamshedpur,Chai (regular cup)per cup,₹10
Jamshedpur,Coffee (Cappuccino)per cup,₹130
Jamshedpur,Specialty Coffee (Third Wave)per cup,₹260
Jamshedpur,Street Food (Vada Pav / Samosa)per piece,₹10
Jamshedpur,Biryani (chicken)per plate,₹160
Jamshedpur,Dosa (plain)per plate,₹50
Jamshedpur,Fast Food Combo (McDonald's)per meal,₹230
Jamshedpur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Jamshedpur,Bottled Water (1 litre)per bottle,₹20
Jamshedpur,Rice (Basmati)1 kg,₹80
Jamshedpur,Wheat Flour (Atta)1 kg,₹42
Jamshedpur,Toor Dal1 kg,₹140
Jamshedpur,Milk (Full Cream)1 litre,₹54
Jamshedpur,Eggs12 pcs,₹72
Jamshedpur,Chicken1 kg,₹220
Jamshedpur,Paneer1 kg,₹340
Jamshedpur,Onions1 kg,₹28
Jamshedpur,Tomatoes1 kg,₹35
Jamshedpur,Potatoes1 kg,₹22
Jamshedpur,Cooking Oil (Sunflower)1 litre,₹142
Jamshedpur,Sugar1 kg,₹42
Jamshedpur,Apples (Shimla)1 kg,₹190
Jamshedpur,Bananas1 dozen,₹40
Jamshedpur,"Bread (White, Sliced)1 loaf",₹38
Jamshedpur,Whey Protein (1 kg)per kg,"₹3,000"
Jamshedpur,Auto Rickshaw (minimum fare)per ride,₹20
Jamshedpur,Auto Rickshaw (per km after min)per km,₹10
Jamshedpur,Metro / Local Train (monthly pass)per month,₹600
Jamshedpur,Bus (monthly pass)per month,₹400
Jamshedpur,Ola/Uber (avg ride)per ride,₹135
Jamshedpur,Petrol1 litre,₹102
Jamshedpur,Diesel1 litre,₹88
Jamshedpur,Two Wheeler EMI (avg)per month,"₹3,500"
Jamshedpur,Car EMI (avg)per month,"₹15,000"
Jamshedpur,Electricityper month,"₹1,300"
Jamshedpur,Water Billper month,₹200
Jamshedpur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Jamshedpur,Broadband Internetper month,₹550
Jamshedpur,Mobile Plan (Jio/Airtel)per month,₹299
Jamshedpur,1 BHK in City Centreper month,"₹9,000"
Jamshedpur,1 BHK Outside City Centreper month,"₹5,500"
Jamshedpur,2 BHK in City Centreper month,"₹15,000"
Jamshedpur,2 BHK Outside City Centreper month,"₹9,000"
Jamshedpur,3 BHK in City Centreper month,"₹24,000"
Jamshedpur,3 BHK Outside City Centreper month,"₹14,000"
Jamshedpur,Home Loan EMI (2BHK avg)per month,"₹30,000"
Jamshedpur,PG - Private Room (with meals)per month,"₹7,500"
Jamshedpur,PG - Private Room (without meals)per month,"₹5,500"
Jamshedpur,PG - Double Sharing (with meals)per month,"₹5,500"
Jamshedpur,PG - Double Sharing (without meals)per month,"₹3,800"
Jamshedpur,PG - Triple Sharing (with meals)per month,"₹4,000"
Jamshedpur,PG - Triple Sharing (without meals)per month,"₹2,800"
Jamshedpur,"Cook (part-time, 2 meals/day)per month","₹6,400"
Jamshedpur,Maid / Cleaning Helpper month,"₹2,400"
Jamshedpur,Laundry / Ironing (dhobi)per month,"₹1,220"
Jamshedpur,Miscellaneous Monthly Spendper month,"₹2,400"
Jamshedpur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Jamshedpur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Jamshedpur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Jamshedpur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Jamshedpur,Amazon Prime Membershipper month,₹149
Jamshedpur,Gym Membershipper month,₹900
Jamshedpur,Movie Ticket (Multiplex)per ticket,₹170
Jamshedpur,Netflix (Standard Plan)per month,₹649
Jamshedpur,Spotify Premiumper month,₹119
Jamshedpur,"Haircut (Men, basic salon)per cut",₹70
Jamshedpur,"Domestic Beer (pint, restaurant)per pint",₹170
Jamshedpur,"Imported Beer (bottle, restaurant)per bottle",₹340
Aurangabad,Veg Thali (local restaurant)per plate,₹85
Aurangabad,Non-Veg Thali (local restaurant)per plate,₹150
Aurangabad,Meal for Two (high-end restaurant)per meal,"₹1,000"
Aurangabad,Chai (regular cup)per cup,₹12
Aurangabad,Coffee (Cappuccino)per cup,₹140
Aurangabad,Specialty Coffee (Third Wave)per cup,₹267
Aurangabad,Street Food (Vada Pav / Samosa)per piece,₹12
Aurangabad,Biryani (chicken)per plate,₹170
Aurangabad,Dosa (plain)per plate,₹55
Aurangabad,Fast Food Combo (McDonald's)per meal,₹240
Aurangabad,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Aurangabad,Bottled Water (1 litre)per bottle,₹20
Aurangabad,Rice (Basmati)1 kg,₹88
Aurangabad,Wheat Flour (Atta)1 kg,₹45
Aurangabad,Toor Dal1 kg,₹148
Aurangabad,Milk (Full Cream)1 litre,₹55
Aurangabad,Eggs12 pcs,₹75
Aurangabad,Chicken1 kg,₹230
Aurangabad,Paneer1 kg,₹350
Aurangabad,Onions1 kg,₹30
Aurangabad,Tomatoes1 kg,₹38
Aurangabad,Potatoes1 kg,₹28
Aurangabad,Cooking Oil (Sunflower)1 litre,₹148
Aurangabad,Sugar1 kg,₹44
Aurangabad,Apples (Shimla)1 kg,₹190
Aurangabad,Bananas1 dozen,₹45
Aurangabad,"Bread (White, Sliced)1 loaf",₹40
Aurangabad,Whey Protein (1 kg)per kg,"₹3,000"
Aurangabad,Auto Rickshaw (minimum fare)per ride,₹20
Aurangabad,Auto Rickshaw (per km after min)per km,₹12
Aurangabad,Metro / Local Train (monthly pass)per month,₹700
Aurangabad,Bus (monthly pass)per month,₹500
Aurangabad,Ola/Uber (avg ride)per ride,₹150
Aurangabad,Petrol1 litre,₹105
Aurangabad,Diesel1 litre,₹92
Aurangabad,Two Wheeler EMI (avg)per month,"₹3,500"
Aurangabad,Car EMI (avg)per month,"₹15,000"
Aurangabad,Electricityper month,"₹1,500"
Aurangabad,Water Billper month,₹250
Aurangabad,Cooking Gas (LPG Cylinder)per cylinder,₹803
Aurangabad,Broadband Internetper month,₹600
Aurangabad,Mobile Plan (Jio/Airtel)per month,₹299
Aurangabad,1 BHK in City Centreper month,"₹10,000"
Aurangabad,1 BHK Outside City Centreper month,"₹6,000"
Aurangabad,2 BHK in City Centreper month,"₹16,000"
Aurangabad,2 BHK Outside City Centreper month,"₹10,000"
Aurangabad,3 BHK in City Centreper month,"₹28,000"
Aurangabad,3 BHK Outside City Centreper month,"₹16,000"
Aurangabad,Home Loan EMI (2BHK avg)per month,"₹32,000"
Aurangabad,PG - Private Room (with meals)per month,"₹8,000"
Aurangabad,PG - Private Room (without meals)per month,"₹6,000"
Aurangabad,PG - Double Sharing (with meals)per month,"₹5,500"
Aurangabad,PG - Double Sharing (without meals)per month,"₹4,000"
Aurangabad,PG - Triple Sharing (with meals)per month,"₹4,500"
Aurangabad,PG - Triple Sharing (without meals)per month,"₹3,000"
Aurangabad,"Cook (part-time, 2 meals/day)per month","₹6,667"
Aurangabad,Maid / Cleaning Helpper month,"₹2,500"
Aurangabad,Laundry / Ironing (dhobi)per month,"₹1,267"
Aurangabad,Miscellaneous Monthly Spendper month,"₹2,500"
Aurangabad,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Aurangabad,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Aurangabad,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Aurangabad,Skincare Basics (Nykaa avg)per month,"₹1,200"
Aurangabad,Amazon Prime Membershipper month,₹149
Aurangabad,Gym Membershipper month,"₹1,000"
Aurangabad,Movie Ticket (Multiplex)per ticket,₹180
Aurangabad,Netflix (Standard Plan)per month,₹649
Aurangabad,Spotify Premiumper month,₹119
Aurangabad,"Haircut (Men, basic salon)per cut",₹80
Aurangabad,"Domestic Beer (pint, restaurant)per pint",₹180
Aurangabad,"Imported Beer (bottle, restaurant)per bottle",₹350
Kolhapur,Veg Thali (local restaurant)per plate,₹80
Kolhapur,Non-Veg Thali (local restaurant)per plate,₹140
Kolhapur,Meal for Two (high-end restaurant)per meal,₹900
Kolhapur,Chai (regular cup)per cup,₹10
Kolhapur,Coffee (Cappuccino)per cup,₹130
Kolhapur,Specialty Coffee (Third Wave)per cup,₹253
Kolhapur,Street Food (Vada Pav / Samosa)per piece,₹10
Kolhapur,Biryani (chicken)per plate,₹160
Kolhapur,Dosa (plain)per plate,₹50
Kolhapur,Fast Food Combo (McDonald's)per meal,₹230
Kolhapur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Kolhapur,Bottled Water (1 litre)per bottle,₹20
Kolhapur,Rice (Basmati)1 kg,₹85
Kolhapur,Wheat Flour (Atta)1 kg,₹42
Kolhapur,Toor Dal1 kg,₹145
Kolhapur,Milk (Full Cream)1 litre,₹52
Kolhapur,Eggs12 pcs,₹72
Kolhapur,Chicken1 kg,₹220
Kolhapur,Paneer1 kg,₹340
Kolhapur,Onions1 kg,₹28
Kolhapur,Tomatoes1 kg,₹35
Kolhapur,Potatoes1 kg,₹25
Kolhapur,Cooking Oil (Sunflower)1 litre,₹145
Kolhapur,Sugar1 kg,₹42
Kolhapur,Apples (Shimla)1 kg,₹185
Kolhapur,Bananas1 dozen,₹42
Kolhapur,"Bread (White, Sliced)1 loaf",₹38
Kolhapur,Whey Protein (1 kg)per kg,"₹3,000"
Kolhapur,Auto Rickshaw (minimum fare)per ride,₹18
Kolhapur,Auto Rickshaw (per km after min)per km,₹10
Kolhapur,Metro / Local Train (monthly pass)per month,₹600
Kolhapur,Bus (monthly pass)per month,₹400
Kolhapur,Ola/Uber (avg ride)per ride,₹135
Kolhapur,Petrol1 litre,₹105
Kolhapur,Diesel1 litre,₹92
Kolhapur,Two Wheeler EMI (avg)per month,"₹3,500"
Kolhapur,Car EMI (avg)per month,"₹15,000"
Kolhapur,Electricityper month,"₹1,300"
Kolhapur,Water Billper month,₹200
Kolhapur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Kolhapur,Broadband Internetper month,₹550
Kolhapur,Mobile Plan (Jio/Airtel)per month,₹299
Kolhapur,1 BHK in City Centreper month,"₹8,000"
Kolhapur,1 BHK Outside City Centreper month,"₹5,000"
Kolhapur,2 BHK in City Centreper month,"₹14,000"
Kolhapur,2 BHK Outside City Centreper month,"₹8,000"
Kolhapur,3 BHK in City Centreper month,"₹22,000"
Kolhapur,3 BHK Outside City Centreper month,"₹13,000"
Kolhapur,Home Loan EMI (2BHK avg)per month,"₹28,000"
Kolhapur,PG - Private Room (with meals)per month,"₹7,000"
Kolhapur,PG - Private Room (without meals)per month,"₹5,000"
Kolhapur,PG - Double Sharing (with meals)per month,"₹5,000"
Kolhapur,PG - Double Sharing (without meals)per month,"₹3,500"
Kolhapur,PG - Triple Sharing (with meals)per month,"₹4,000"
Kolhapur,PG - Triple Sharing (without meals)per month,"₹2,800"
Kolhapur,"Cook (part-time, 2 meals/day)per month","₹6,133"
Kolhapur,Maid / Cleaning Helpper month,"₹2,300"
Kolhapur,Laundry / Ironing (dhobi)per month,"₹1,173"
Kolhapur,Miscellaneous Monthly Spendper month,"₹2,300"
Kolhapur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
